Explanation;Target
ilk göz ağrım Vodafone'in Milli Dayanışma Kampanyası'na 20 Milyon TL katkısına da ayrıca teşekkürler;1
Yeniden @Vodafone li olmak ne kadar güzel;1
Pornhub bile bedava yapti kaliteyi yaşıyoruz resmen ;1
Birde bedava internet versen halka da evde dursa ne derdiniz ayni deprem vakalarindaki gibi;2
Vodafone’i deneyeceğim bunlardan kötü olamaz herhalde :D;2
Bedava internet kampanyalarını çoğaltırmısınız Vodafone  ;2
Ben vodafone'a bi şey gönderdim;2
Bana gb versin Vodafone;2
Sagolasin Vodafone kendini hic unutturmuyorsun  ;2
Şunu anlayamadım? Vodafone bu ayki faturalı iademi ediyor yoksa erteliyormu?;2
Haklısın ama yine de kötünün iyisi Vodafone;2
Vodafone tv açıktı;2
Sabah sabah aklına Vodafone reklamı gelmeyen de ne biliyim yani ??;2
@VodafoneDestek Müşteri h. bağlanamıyorum. Sinyal sesinden sonra tekrar giriş cümlesini dinliyorum. Hattımı Vodafone’e taşımaya çalışıyorum ama Vodafone’dan mesaj gelecek dediler. O gelmiyor işte bir türlü. Size de ulaşamıyorum. Bu sorunu çözer misiniz?;0
5000 tanesinin parasını sağlık bakanlığı ödedi yanlış bilmiyorsam 5000 ile 10000 tanesinin parasını çoğu savunma şirketi ödedi nasıl hibe oluyor bu??? yok derseniz açın sağlık bakanlığına ve baykar savunmaya bakın bu kadar abartmayın beğenmediğiniz Vodafone kadar olamadı...;1
Akıllı televizyonlar için uygulama geliştirin hangi çağda yaşıyosunuz @VodafoneTVPlus @Vodafone;0
Vodafone evde kal  değilmi la bu;2
@Vodafone Dün akşam geçiş yaptığım Turbo 15+ Fatura paketine ek 20 GB internet hediye geldi. Şimdi kontrol ettiğimde ise 15 GB’tan 8 GB kalmış 20 GB’tan ise 19 GB kalmış bunun sebebini öğrenebilir miyim?;2
Sabret Turkiyem derken güzel de benim 500 TL lik faturayı ne zaman erteleriz :) @Vodafone;2
"Vodafone bana mesaj atmış, ""korona yaz 8119 a gönder"" sağol dedim, 2222e gönderdim. Deneme başarısız dedi. Kibarlğımı bozmadım??";2
Al bendende o kadar @Vodafone;2
Zafer bey siz  Vodafone mi kullanıyorsunuz ;2
Aynen Vodafone evde kal dimi @Vodafone  ;2
usta Vodafone’deyiz be;2
Bağlan Vodafonee hayata hayata bağlan Vodafonee.;1
Vodafone kadar olamamış...;2
Mobil hatlarımda sorun yaşamaktayım. Ancak benim Vodafone sabit internet hattım yokki??;2
Pandemi için yapılan tv reklamları çok etkileyici izledikçe inanılmaz derece de duygusala bağlıyorum sanırım favorim Vodafone ;1
"Erdoğan'ın kampanyasına destek veren:
Vodafone: 20 milyon TL
";2
Telefonumu 3 günlüğüne kapatayım biraz beni  merak etsinler dedim. Açtığımda tek mesaj Vodafone'den gelmişti. Kimin daha yıkık olduğunu tartışmayalım bence...;2
Vodafone yeni bir şey deniyor galiba;2
Kampanyaya Vodafone mağazalarımızdan katılabilirsiniz. ;2
@Vodafone size taşısak hattı olur mu?;2
Günaydın 5gb internet vermiş Vodafone, seni seviyom Vodafone. Bana netflix dizisi önerir misinizzzzzzzzzz???;1
Uygun ev interneti lazım var önerisi olan #net #internet #Vodafone #Vodafone #ttnet #turktelekom;2
Vodafone bir musteri temsilcisine ulasabilir miyim lutfen;2
Vodafone bizim evde hayat var ama internet altyapımız yok. redbox kullanıyorum onda da artık internet sinyali bulurda çekerse.;0
Vodafone ve Koç Holding Milli Dayanışma Kampanyası'na 20'şer milyon lira bağış yaptı.;1
Vodafoneci abiler heryerim sizin uygulamalarınızla doldu yaa :/  yetmezmiş gibi bide bende Vodafone şirketlerinden birinde çalışıyorum iyimi :/;0
Vodafone bu ay faturamı ödemeyeceğim çünkü hiç bir paketimi kullanmadım haberin olsun öptüm ??;2
Bende neden evdekal, hayatevesığar evdehayatvar falan yazmıyor yahu ? @Vodafone  ;2
Sn Yetkili müşteri hizmetleri cevap vermiyor taahhütüm bitiyor, cevap alamazsam @Vodafone e geçeceğim bilginize;0
Ben aldım. Sonra numarayı engelledim;0
@VodafoneHizmet @Vodafone kim bu bu kadar güzel kokan çalışanınız kim;1
Günaydınn ulan Vodafone reklamı geldi. Aklıma  sabah sabah hayatta bağlanın Vodafonee ?? ??;1
Geçen vodafone aradım abartısız 30dakika bekledim kanka;0
Vodafone seviyorum seni ancak okul dersleri canlı olduğu için biraz yardıma hayır demem. ;2
"Vodafone ısrarla güncel faturanı görmek ister misin? diye mesaj atıyor??
 
-yok valla istemiyorum??";2
Sakin ol Vodafone ! 24 yıldır ödemekteyim faturalarımı, sakin ol lütfen. ;2
Vodafone bayisinde falan mı çalışıyorsun ne bu toz konduramamak?;2
"Üç ay kimseden fatura bedeli almasanız de olurdu bence ??
Yine de teşekkürler";2
Vodafone faturadaki cihaz ödemelerini bari 3 ay erteleyin ;2
3 ay boyunca faturalar iptal diyorlar @Vodafone;2
Bu zor zamanlarda @Vodafone evde hayat var fakat faturalarda erteleme yok... Nasıl ödeyeceğiz? Sizin için hayat devam ediyor tabii...;0
Keşke şu altyapı çalışmalarını siz yapsanız @Vodafone;1
Adama diyorum ki benim kişisel hattım Vodafone ve şimdi arayın çekmiyor.;0
3. Şirketi bilmiyorum ama Vodafone in müşteri hizmeti çok iyi diğerini de araştır ona göre bağlat benim şahsi fikrim ??;1
Taahhütüm bitince bende geçeceğim #Vodafone e;1
Vodafone tebrikler artık sizinleyim;1
Hepsinize değerli tavsiyeleriniz için çok teşekkür ederim. Vodafone ;1
Sizin durum yine iyi abi hiç yoksa alt yapı var, bizim urfa dışlanmış bölge sanki 7 yıldır mahallemize alt yapı gelmemiş;0
 hizmet almak istersen Vodafone;1
Vodafone hep yanınızda ;1
Çıkın şu kalitesiz şirketten Vodafone mükemmel;1
Teşekkürler sayın başkanım biz çalışanlar olarak Vodafone'de çalışmaktan cok mutlu ve gururluyuz;1
Vodafone dün qkşqm beni arayan sözde yetkili beni bi daha arasın. O yoksa daha yetkili biri arayabilir;2
Helal olsun  Değil bu süreçte Kurulduğu günden beridir her daim devletin ve miletinin yanında oldu, eminim ki olmaya da devam edecek. ;1
"Muhtemelen ""Pazarlama ekipleri"" konuyla alakalı çalışıyodur ??";2
Benim de Vodafone ya. Ev interneti de fiber. Belki düzelmiştir gece çok kötüydü.;0
Sakin ol eğer haksız aldılarsa buraya yaz Vodafone’i etiketle sikayetimvar.comda yaz geri dönüş sağlıyorlar.;2
VodafoneHizmet @Vodafone ..Faturalarımız ile ilgili de lütfen yardımcı olun .Hatlarımızı kısıtlamayın;2
Vodafone da sorun yok;1
Vodafone çalışanlarının isteği doğrultusunda ve yönetim kurulumuzca alınan karar neticesinde şirket olarak Milli Dayanışma Kampanyası’nda biz de varız diyoruz. +;1
Vodofone bildiğin hırsız makinası ;0
Vodafone:Ağlayacaksan oynamayalım aq;0
Çünkü Vodafone sağlık çalışanlarına misafirhanelerini açma servis imkanı sunma kararı almıştı. Bende sesimi duyurmak için onları da etiketledim yeterli oldu mu sizin için ?;2
Vodafone candır diye söylerim herzaman. Adamlar gecenin bi yarısı bi tivitte cümlede adı geçince bile şak cevap yazıyo ya, hem de bir çok kişiye tek tek. ;1
Sizin iletişiminiz için sahadayız #Vodafone;1
Babam Wi-Fi'nin fişini çekmiş dışarıdan gelirken mobil veriden Wi-Fi'ye bağlanan telefonum otomatik fiş çekilince mobil veriye geçivermiş, çok değil yaklaşık 2,5 saattir video izliyorum şimdi fark ettim neyse Vodafone'in canı sağ olsun, bu ayda böyle gitti İnternetim.;2
Vodafone keşke hız hep böyle olsa. ;2
Evet haklısınız. Tesekkur ederim iyi ki varsın Vodafone ????;1
Vodafone Mobil Ödeme ücretli bir servistir. ;2
Resmen Vodafone müşteri temsilcilerine bukadar çağrı gitmiyordur.  Karantina kimseye yaramadı,  Alo dan sonrası uzun bi yolculuk ;2
Dk'larım ve sms'lerim hiç bitmiyor keşkem nete çevrilse @Vodafone;2
Ohaa Vodafone yorum attı kfkgkfk;1
telefonumu ve hattımı aldığımdan beri hiiç paket yüklemedim ama bir şekilde hep hediye internet geldi teşekkürler Vodafone ??;1
Vodafone olarak hedefimiz, size en iyi hizmeti verebilmek ve en son teknolojileri sunmak. Güncel fiyatlarımızı, hizmet kanallarımızı sürekli iyileştirmeye ve yatırımlarımızı artırmaya devam edebilmek için düzenliyoruz. Sağlıklı günler dileriz.;1
Vodafone Geçiş yaptım, evde İnterneti bırak telefon çekmiyor. yıl olmuş 2020 bahçede telefonla konuşuyoruz. Şikayet de yazdık 6 ay geçti hala kimse yok @VodafoneHizmet mi aramalıyım. Yoksa varmı Bi aksiyon alma düşünceniz bilelim?? ;0
Dakika istiyoruz dakika @Vodafone ;2
Yokbe on numara ben memnunum :);1
Çok sağol Vodafone bey;1
 böyle iyi Vodafone e de para lazım;1
Kasa boşaldıysa erken öderiz haber ver @Vodafone  ;2
Vodafone le bağlanamıyorum hayata;0
Vodafone, hem kaliteli hem de her yerden sana hediye veriyor. Tavsiye ederim;1
Dogrudur Vodafone duzeldi gibi;1
Gerekli cevabı ilettim kendilerine teknisyenleri yoksa proxylere biz bakalım;2
"Sadece twitterda var yavaşlık
Benimde Vodafone 
Oyunda ping 70'den yukarı çıkmadı";2
Vodafone yeterli ödemeyi yaptığımızı düşünüyorum..;2
Normalde açık ara en hızlısı Vodafone ama bu birkaç gündür çok yavaş ya;0
 Vodafone faturalı olursun yine hakkını verir ;1
Vodafone tarifesi gibisin ücretsiz çark yok mu çevirelim :);2
Vodafone liler için uyku vakti;2
Mobil veride yaşıyorum Vodafone;2
Vodafone müşteri hizmetlerini aradım istanbul geneli çalışma olduğunu yarına düzeleceğini belirttiler. haber vereceklermiş ama haber vermede de sorun çıkmış :d Vodafone kullananlar yarına kadar mağaralarımızdan çıkmıyoruz;0
@Vodafone hattımı size taşımak istesem ne gibi kampanya var acaba ?;2
Ülkenin en boktan operatörüsünüz @Vodafone;0
Şu aydınlanmaları yaşadığımız geceleri bile özlüyorum. Bi de Vodafone yazısını..  ;1
Vodafone bu isin hakkini veriyor  ;1
Bu zorlu süreçten sonra yeni mezunlara iş imkanı sunar mısınız? Biz gençlere de bi iyilik yapın lütfen;2
Yaptım ya annemin telefonuyla giriyorum yine aynı oluyor benim iki tane hattım telefonum var biri Vodafone interneti değiştirip diğer ile giriyorum Yine olmuyor Telefonu değiştirip giriyorum yeni olmuyor Facebook WhatsApp Instagram açık yağ gibi işliyor Twitter yok;0
Vodafone den mesaj geldi kotanızı astiniz diye ;0
Tebrikler Vodafone;1
Vodafone  tebrik ederim vodafon gekim ğüçün berbat bilader gercekten;0
Helâl olsun sana @Vodafone;1
Vodafone Her Zaman Ki Gibi Babalığı Yapmış İyi Ki Vodafoneiyim ;1
Millete de dakika, internet verin ücretsiz.;2
Bu süreçte internet için de indirim söz konusu olsa iyi olur;2
İyiki Varsın Vodafone;1
 Vodafone NE YAPSAK TURCELEMİ GEÇSEK.. VODOFON SANA DUYRULUR..;0
Vodafone çalışanı olmaktan gururduyuyorum.Teşekkürler Vodafone;1
Vodafone reklamındaki kadın yüzünden inci tanem şarkısının bağımlısı oldum işe bak;1
Vodafone ,evdeyim diye internet vermemeye başladın bana ama evdeki wifi her gece çekiliyor ve ben 800mbla 8 güne yarışıyorum bilesin. ;2
Mobilde para yok , bizim köyde atm ve bayi yok. Vodafone acaba bu ay faturalar sizden mi olsa . ;2
"Sağlık Bakanlığı tarafından Vodafone’e bildirilen sağlık çalışanı listesinde yer alan müşterilerimize kampanya tanımlaması yapılmıştır. 
Kampanya tanımlaması yapılmadıysa bilgileriniz Vodafone’e ulaşmamıştır";1
Son zamanlarda aldığım en mantıklı karar @Vodafone ‘ geçme oldu.Hızınızla evimize duyarlılığınızla kalbimize giriyosunuz;1
Vodafone kalitesi ile devam etmenizi tercih ederiz.;2
Sorun hızda değil Vodafone bey sorun ping de;0
Telefon kullandığımdan beri sizleyim, iyi ki yanlış yola hiç sapmadım. Tşk.;1
Bari bu ayki faturalarımızı erteleyin @Vodafone @VodafoneHizmet;2
teşekkürler yardımlarınız için #Vodafone;1
Vodafone ailesi olarak vermiş olduğunuz emekler için teşekkür ederiz. Sağlık çalışanı kullanıcılarımıza 5 GB internet ve her yöne 500 dakika tanımlamaları yapılmıştır. Her şey için teşekkür eder, sağlıklı günler dileriz.;1
Vodafone sayesinde bağlantım kesintisiz, çok memnunum.;1
Müşteri hizmetleriniz her zaman çok kibar ve çözüm odaklı.;1
Teşekkürler Vodafone, her ay sunduğunuz kampanyalar harika!;1
Evde çalışırken hızlı internet bağlantısı sağladığınız için minnettarım.;1
Vodafone sayesinde online derslerim hiç aksamıyor.;1
Her yerden çekim gücünüz çok iyi, Vodafone'a geçmekle iyi yapmışım.;1
İnternet hızınız beklentilerimi aştı, çok memnunum.;1
Hediye internet paketleriniz çok işime yaradı, teşekkürler!;1
Müşteri hizmetleriniz gerçekten çok yardımsever.;1
Vodafone’un sunduğu avantajlar diğer operatörlere göre çok daha iyi.;1
Sunduğunuz ek GB kampanyası tam zamanında geldi, teşekkürler.;1
Vodafone, her daim kullanıcılarını düşünen bir operatör.;1
Fatura öteleme seçeneğiniz çok işime yaradı, teşekkür ederim.;1
Vodafone ile her zaman hızlı bir bağlantı kurabiliyorum.;1
Yeni tarifeleriniz hem uygun fiyatlı hem de kapsamlı.;1
Vodafone sayesinde tatilde bile internete rahatça bağlanabiliyorum.;1
Sunduğunuz müşteri desteği her zaman çözüm odaklı.;1
Vodafone’un uygulaması çok kullanışlı, her şey elimizin altında.;1
Online eğitim için sağladığınız internet paketleri çok faydalı oldu.;1
Hediye ettiğiniz ek internet paketleri tam zamanında geldi.;1
Vodafone’un çekim gücü her yerde mükemmel.;1
Sağladığınız hizmetlerin kalitesi gerçekten etkileyici.;1
Vodafone sayesinde evde sıkılmadan vakit geçirebiliyorum.;1
Hızlı ve sorunsuz internet hizmetiniz için teşekkürler Vodafone.;1
Her zaman güncel kampanyalarınızla kullanıcılarınızı sevindiriyorsunuz.;1
Vodafone'un müşteri memnuniyetine verdiği önem harika.;1
Ücretsiz sunduğunuz ek hizmetler için minnettarım.;1
Vodafone, özellikle bu dönemde çok iyi hizmet sunuyor.;1
Müşteri hizmetlerine her zaman kolayca ulaşıyorum, çok memnunum.;1
Vodafone’un sunduğu fırsatlar gerçekten çok cazip.;1
25 yıllık aboneyim ama ilk fırsatta ayrılacağız . Sağlıkçıyim, Hastane arıyor ulaşamıyor, ben arıyorum kesiliyor bir çözüm öneriniz var mi? @Vodafone;0
Kiminle konussam sikntisiz ayni platformu izledigini soyluyor yani @netflixturkiye i. Bu demektir ki o zaman benim sahane @Vodafone @VodafoneHizmet baglantimda sikinti var.kacinci tweet ama tinlamamaya devam eden Vodafone.Bizde faturalari tinlamasak hosunuza gidermi;0
Bu metinden talebimin çözüldüğünü anlayabilen var mi? Telefonunuz çekmemeye devam edecek ve biz ilgilenmiyoruz derken öte yandan  para almaya devam etmenize ne denir? Şehir merkezinde Vodafone ile rezil oluyoruz @Vodafone ;0
Vodafone cekmiyor, evin tum odalarini turladim ama yok. bir de utanmadan 4.5G yaziyor.;0
Eğer ulaşamayacaksak müşteri hizmetleri neden var? Telesekreter ile akraba olduk sayenizde. Anlayın artık her işi iki üç tuşla halledemiyoruz. Diyalog gerekiyor! @Vodafone;0
Vodafone  bence bu ayın faturalandırmasını yapmayın berbart bir şebeke ve internet ağınız var Yüksekova’da girdiğimiz sayfalar açılmıyor sürekli telefonu uçak moduna alıp çıkarıyorum yenilenebilsin diye boşu boşuna gblarım gidiyor ;0
Vodafoneile hayattan kopuyoruz kalitesizliğin zirvesi  ;0
valla ödev falan gönderemiyorum  bir sürü ödevim var kaldı hepsi;0
#Vodafone bitirdin beni be bu nasıl bi internettir böyle bir hız düşüşü yok ya;0
evde kalmayı daha rezil bir hale getiren operatöre Vodafone denir. Sorunlara çözüm üretmekten aciz bir kurum;0
AZ ÖNCE YAPMIŞ OLDUĞUM HIZ TESTİ BUYRUM 1MBPS BİLE HIZ ALAMIİYORUM @Vodafone;0
Vodafone kampanyaları daha iyi olabilir.;2
Faturalar biraz yüksek, ama hizmet kalitesi idare eder.;2
İnternet hızınız genel olarak iyi, ama bazen yavaşlayabiliyor.;2
Vodafone müşteri hizmetleri genelde yardımcı, ama bazen bekletiyor.;2
Yeni paketleriniz ilginç görünüyor, ama daha fazla incelemem gerek.;2
Vodafone’un sunduğu hizmetler genelde tatmin edici, ama eksikler de var.;2
Vodafone ile yaşadığım sorunlar zaman zaman çözülüyor, ama bazen uzun sürebiliyor.;2
İnternet hızı bazen çok iyi, bazen ise oldukça yavaş.;2
Vodafone, genel olarak memnun edici bir hizmet sunuyor, ama eksikler var.;2
Faturalar genelde makul, ama zaman zaman beklenenden yüksek gelebiliyor.;2
Vodafone’un çekim gücü iyi, ama bazı bölgelerde sorun yaşayabiliyorum.;2
Hizmetleriniz genelde yeterli, ama daha iyi olabileceğini düşünüyorum.;2
Vodafone’un sunduğu paketler tatmin edici, ama fiyatlar yüksek.;2
İnternet hızı genelde iyi, ama yoğun saatlerde yavaşlayabiliyor.;2
Müşteri hizmetleri genelde yardımcı, ama bazen sorunları çözmekte zorlanabiliyor.;2
Vodafone’un sunduğu hizmetler tatmin edici, ama bazı eksiklikler var.;2
Yeni paketleriniz makul, ama fiyatlar biraz daha uygun olabilir.;2
Vodafone’un çekim gücü iyi, ama bazen sorun yaşayabiliyorum.;2
Hizmet kalitesi genelde iyi, ama bazı konularda daha iyi olabilirdi.;2
Vodafone’un sunduğu kampanyalar iyi, ama daha fazla çeşit olabilir.;2
İnternet hızınız genel olarak yeterli, ama bazı zamanlar yavaşlıyor.;2
Vodafone, genelde memnun edici bir hizmet sunuyor, ama geliştirmeye açık alanlar var.;2
Faturalar genelde makul, ama zaman zaman beklenenden yüksek olabiliyor.;2
Vodafone’un müşteri hizmetleri genelde iyi, ama bazen çözüm üretmekte zorlanıyor.;2
Hizmet kalitesi genelde tatmin edici, ama bazı konularda iyileştirme yapılabilir.;2
Vodafone’un sunduğu hizmetler tatmin edici, ama fiyatlar biraz yüksek.;2
İnternet hızı genelde yeterli, ama bazen yavaşlama olabiliyor.;2
Vodafone’un sunduğu hizmetler genelde iyi, ama bazı eksikler var.;2
Faturalar genelde makul, ama zaman zaman beklenenden yüksek olabiliyor.;2
Vodafone’un müşteri hizmetleri genelde yardımcı, ama bazen sorun çözmekte zorlanabiliyor.;2
Vodafone çekim gücü berbat, sürekli sinyal sorunu yaşıyorum.;0
Faturalar sürekli yüksek geliyor, Vodafone çok pahalı.;0
İnternet hızınız çok yavaş, sürekli kopmalar yaşıyorum.;0
Müşteri hizmetlerine ulaşmak imkansız, çok kötü bir deneyim.;0
Vodafone, verdiğiniz hizmetlerden hiç memnun değilim.;0
Her ay fatura sorunları yaşıyorum, çok can sıkıcı.;0
Vodafone'dan sürekli hatalarla karşılaşıyorum.;0
Paket fiyatlarınız çok yüksek, artık değiştirmeyi düşünüyorum.;0
Vodafone ile yaşadığım bağlantı sorunları bitmek bilmiyor.;0
İnternet hızınız çok düşük, bu devirde bu hız kabul edilemez.;0
Vodafone kampanyaları hep yanıltıcı, hiç memnun değilim.;0
Fatura öteleme işlemi bile düzgün yapılmıyor, büyük sorun yaşadım.;0
Vodafone ile yaptığım görüşmelerde hep aynı sorunları yaşıyorum.;0
Operatör değiştirmek artık şart oldu, Vodafone çok sorunlu.;0
Müşteri hizmetleri temsilcileri hiç yardımcı olmuyor.;0
Vodafone, sunduğunuz hizmetler çok kötü, artık bıktım.;0
İnternet bağlantım sürekli kesiliyor, Vodafone beni hayal kırıklığına uğrattı.;0
Faturalarım sürekli yanlış geliyor, bu nasıl bir hizmet?;0
Vodafone ile yaşadığım sorunlar bitmek bilmiyor, çok can sıkıcı.;0
Vodafone'un sunduğu hizmetlerden hiç memnun kalmadım.;0
Müşteri hizmetleri sorunları çözmek yerine daha çok karıştırıyor.;0
Vodafone ile bağlantı kurmak çok zor, sürekli kesiliyor.;0
Her ay fatura sorunlarıyla uğraşmaktan bıktım.;0
İnternet hızı çok düşük, bu devirde bu hız kabul edilemez.;0
Vodafone müşteri hizmetleriyle iletişim kurmak tam bir eziyet.;0
Faturalarım sürekli yüksek geliyor, nedenini anlamıyorum.;0
Vodafone’da yaşadığım sorunları çözmek imkansız.;0
Hizmet kaliteniz çok düştü, artık memnun değilim.;0
Vodafone ile bağlantı sorunları yaşamak artık rutin hale geldi.;0
Bu kadar kötü bir hizmet sunan başka bir operatör görmedim.;0
Millete @Vodafone kullanıyorum demeye utanmaya başladım valla.;0
Antakyada sene 2020 filan değil gunde 5 defa  elektrik kesildi bugun cok sevgisiz Vodafone cekmiyor bile 30 geriden sesleniyorum size;0
dedikleri hızları ve hizmeti asla alamazsınız #Vodafonepişmanlıktır;0
yayın diyorsun da twitch den yayın yapılmıyor bu lanet Vodafone yüzünden oyun oynayamıyorum #Vodafonepişmanlıktır sevgili yalın;0
redbox kesinlike almayın arkadaşlar parayla rezil olmayın;0
Diğer operatörler bedava internet paketi tanımlarken sizin de dakika tanımlamanız üzücü (!) @VodafoneHizmet @Vodafone ;0
Vodafone pişmanlıktır;0
Vodafone e bulaşmayın;1
evet merhaba dandikbox un kurucusu Vodafone. internetim 1.3 ten aşağı inmiyor ne yapabilrisiniz yoksa ben kendi kendime mi çözüm üretmeye mi çalışayım hani sizin zaten alakanız yok ya ''düzgün iş yapma'' konusunda;0
@Vodafone internet başvurusu yapmama ragmen evimde internet baglanamadı  ne ADSL internet ne redbox destekliyor 2020 yılındayız ama hala merkezi bir yerde yaşamamıza rağmen Bursa Mudanya bu süreçte kardeşlerim uzaktan eğitim alamıyor bende alamıyorum bu kadar mağduriyet yaşıyor;0
"@Vodafone #Vodafone  erzincan kemahta köyde telefon cekmedigi halde 36 tl olan fatura nasil 66 tl oluyor lütfen bir aciklama yapar misiniz? internet cekmiyor insanlar zor zamanlarinda aradiklarina ulasamiyor ama 66 tl fatura kitliyorsunuz @VodafoneHizmet
 size neden ulaşamiyoruz?";0
Evde kal evde kal diyorlar #Vodafone internet kısıtlaması yapıyor doğu illerde çok kötü şekilde;0
#Vodafone e bulaşma evde hayat var #redbox a kesnlikle bulaşma evde hayat hiç yok PARANIZLA DOLANDIRILMANIN EN GÜZEL ADRESİ @Vodafone #Vodafone #redbox;0
10 gün önce biz Vodafone'den inyernet bağlatmak istedik 23 mart pazartesi tarihinde başvurduk ve biz 11 günün içinde her gün aradaık arayışımızda saçma bahaneyle idare etmeye başladılar çıkmayan sesimiz olun lütfen buna bir çare bulunsun 3 öğrenciyiz ve derslerimize giremiyoruz;0
DOLANDIRICI BUNLAR FIRSATÇILAR @Vodafonehizmet @Vodafone;0
bulaşmayın Vodafone e hiçbir dediklerini yapmazlar 1 senedir bir dünya sorun yaşıyorum rezalet ki ne rezalet detayları sayfam da;0
Bugünlerde hiçbir ayrılıcalık sağlamayan @Vodafone  senide unutmayacağız. 15 yıllık hatların kapanma zamanı geldi.;0
HİZMETTE SIFIR KALİTEDE SIFIR HER ANLAMDA SIFIR OLAN SİZ BU İNTERNETİNİZ VE UCUZ SATICILIĞINIZ YOUTUBE VE TWİTCH DE HERYERDE PAYLAŞACAĞIM SİZLER İNSANLARI REZİL ETME KONUSUNDA 1 NUMARASINIZ NE İNTERNETİNİZ ÇEKER NE HİZMETİNİZ VAR! @Vodafone #redbox;0
Ulan Vodafone şu karantina günlerinde bana bunları yapıyorsun ya seni affetmeyeceğim. Son bir aydır hediye internet vermiyorsun;0
evet yine yeniden BTK üzerinden şikayetlerime halen aynı cevaplar verilmektedir. SİZ TÜRKİYENİN İNTERNETTE 'RESMEN DOLANDIRAN' TEK FİRMASISINIZ. SİZİN REKLAMINIZI HERYERDE YAPMAK TEK İŞİM OLACAK  pingten ve kesintiden oyun oynayamıyor canlı yayın yapamıyorum #Vodafone @Vodafone;0
"Yahu o kadar para veriyoruz, istediğimiz zamanın 2020sinde telefonun düzgün çekmesi. Çok mu şey istiyoruz #Vodafone
@VodafoneHizmet
@Vodafone";0
Bende de aynı sıkıntı var. Yanı sıra 160 TL fatura ödüyorum adamlar çok cimri gram internet hediye vermiyorlar. @Vodafone zalımsın Vodafone...;0
kullanmış olduğum paketim var dk var oradan düşmüyorda bana bi daha ücret çıkarıyor.Neymiş ödemeli arama servisi ucretiymiş.Yok ya ben boşuna mı fatura ödüyorum size her ay konuşma dk olmasın ücreti yansıt saçmalığa bak.O zaman diyeceksin o görüşme yapılmadan önce ek + #Vodafone;0
Şu geçtimiğiz, yaşadığımız zor dönemlerde sadece 1 hafta mı idare edebiliyorsunuz faturayı? Yaptığınız reklamlara bakın bir de attığınız mesaja? Gerçekten yazıklar olsun. @Vodafone;0
Vodafone sağolsun, internet hızı harika, keyfim yerinde.;1
Müşteri hizmetleriniz valla işini biliyor, çok hızlı çözüm buluyorlar.;1
Şu kampanyalarınız olmasa nasıl çıkardım işin içinden, helal olsun Vodafone.;1
Vodafone sayesinde bağlantı sorununu unuttum, tam gaz devam.;1
Online derslerde kesinti falan yaşamıyorum, sağol Vodafone.;1
Her yerde çekim gücünüz süper, iyi ki Vodafone’a geçmişim.;1
Bedava internet verdiğiniz için eyvallah, çok işime yaradı.;1
Vodafone’un uygulaması cidden her işi kolaylaştırıyor, iyi ki varsınız.;1
Müşteri hizmetlerine bağlanmak çocuk oyuncağı, helal olsun size.;1
Vodafone internet hızını koruyor, sıkıntısız takılıyorum.;1
Sunduğunuz hizmetler hep işime yarıyor, memnun kalmamak elde değil.;1
Ekstra internet paketleri tam zamanında geliyor, sağolun var olun.;1
Vodafone’un online desteği her daim yanımda, teşekkürler.;1
Yeni tarifelerle faturayı dert etmiyorum, çok sağ olun Vodafone.;1
Uygulama süper, ne zaman baksam işim halloluyor, elinize sağlık.;1
Vodafone sayesinde mobil internet derdim yok, hep bağlıyım.;1
Şu müşteri memnuniyeti işini gerçekten iyi yapıyorsunuz, aferin size.;1
Vodafone’un müşteri desteği harbiden hızlı, işimizi görüyor.;1
Ek hizmetler tam zamanında yetişiyor, valla helal olsun.;1
Mobil uygulamanız sayesindeyim, faturaları bile dert etmiyorum artık.;1
Vodafone’un kampanyaları sayesinde ek masraftan kurtuldum, harika iş.;1
Uygulama pratik mi pratik, her şey elinin altında.;1
Fatura ödemek mi? O da ne? Uygulama sağolsun iki dakikada iş bitiyor.;1
Vodafone hizmetlerinden her zaman memnunum, dert tasa yok.;1
Müşteri hizmetleri çok ilgili, arar aramaz sorun çözüldü.;1
Hizmet kaliteniz harbiden on numara, çok memnunum.;1
Hediye internet olmasa ne yapardım, çok işime yaradı.;1
Vodafone’u seçmekle ne kadar doğru yaptığımı anladım, harikasınız.;1
Hızlı internet sağlama konusunda ustasınız, sağolun var olun.;1
Müşteri hizmetleri cidden işini biliyor, anında çözüm.;1
Çekim gücü çok iyi, her yerde rahat rahat internetteyim.;1
Vodafone’un sunduğu hizmetler tam benim istediğim gibi, çok memnunum.;1
Ekstra internet paketleri tam zamanında geliyor, çok işime yarıyor.;1
Vodafone’da her şey tıkır tıkır işliyor, sorun nedir bilmiyorum bile.;1
Uygulama harbiden mükemmel, faturayı bile kolayca ödüyorum.;1
Vodafone’la hiç kesinti yaşamıyorum, hep bağlıyım.;1
Müşteri hizmetleriniz cidden çok ilgili, sorun neydi unuttum bile.;1
Vodafone’un hizmet kalitesi harbiden efsane, çok memnunum.;1
Hediye internetleriniz hep tam zamanında, tam ihtiyacım olduğunda geliyor.;1
Vodafone sağolsun, mobil internet derdim kalmadı.;1
Müşteri hizmetleri çok hızlı, anında çözüm buluyorlar.;1
Vodafone’la çekim sorunu yaşamıyorum, her yerde full çekiyor.;1
